DOI	Affiliations
10.1007/s00248-011-9802-2	Institute of Process Engineering in Life Sciences, Section II: Technical Biology, Karlsruhe Institute of Technology (KIT), P.O. Box Engler-Bunte-Ring 1, 76131 Karlsruhe, Germany; Institute for Functional Interfaces (IFG), Microbiology of Natural and Technical Interfaces Department, Karlsruhe Institute of Technology (KIT), 76344 Eggenstein-Leopoldshafen, P.O. Box 3640, 76021 Karlsruhe, Germany
10.1103/PhysRevB.83.165433	IFW Dresden, P.O. Box 270116, D-01171 Dresden, Germany; Elettra Synchrotron Light Laboratory, Sincrotrone Trieste SCpA, S.S. 14 Km 163.5, 34149 Trieste, Italy; School of Nano Science, Institute for Research in Fundamental Sciences (IPM), P.O. Box 19395-5531, Tehran, Iran; Interdisciplinary Laboratory for Computational Science (LISC), FBK-CMM, University of Trento, Via Sommarive 18, I-38123 Trento, Italy; Department of Physics, University of Trento, Via Sommarive 14, I-38100 Trento, Italy; Department of Physics, Sharif University of Technology, Tehran 11155-9161, Iran; Institut für Funktionelle Grenzflächen (IFG), Karlsruher Institut für Technologie (KIT), Hermann-von-Helmholtz-Platz 1, D-76344 Eggenstein-Leopoldshafen, Germany; National Synchrotron Radiation Laboratory, University of Science and Technology of China, 230029 Hefei, Anhui, China; Department of Physics, Budapest University of Technology and Economics, Budafokit 8, H-1111 Budapest, Hungary; Institut für Festkörperphysik, TU Dresden, Mommsenstrasse 13, D-01069 Dresden, Germany; Faculty of Physics, University of Vienna, Strudlhofgasse 4, A-1090 Wien, Austria; Department of Earth Sciences, University College London, Gower Street, London WC1E 6BT, United Kingdom; Department of Physics and Astronomy, University College London, Gower Street, London WC1E 6BT, United Kingdom; London Centre for Nanotechnology, University College London, Gower Street, London WC1E 6BT, United Kingdom; Department of Physics, University of Camerino, Via Madonna delle Carceri 9, I-62032 Camerino, Italy; Department of Physics, Massachusetts Institute of Technology, Cambridge, MA 02139-4307, United States
10.1016/j.jcz.2010.12.001	Post-graduation Program in Animal Biology, Letters and Exact Sciences, IBILCE-UNESP/SJRP Sao Paulo State University (UNESP), Department of Biology, Sao Jose do Rio Preto, Institute of Bioscience, Brazil; Federal Institute of Goias, IFG, Rio Verde, Goiás, Brazil; Department of Biology, IBILCE-UNESP/SJRP, Brazil; Federal Institute of Goiás, IFG, campus Rio Verde -GO CEP: 75.908-000, Rio Verde, Goiás, Brazil
10.1021/ac102811p	BAM Federal Institute for Materials Research and Testing, Richard-Willstätter-Strasse 11, 12489 Berlin, Germany; PNSensor GmbH, Römerstrasse 28, 80803 München, Germany; PNDetector GmbH, Emil-Nolde-Strasse 10, 81735 München, Germany; Institut für Angewandte Photonik E.V. (IAP), Rudower Chaussee 29/31, 12489 Berlin, Germany; IfG-Institute for Scientific Instruments GmbH, Rudower Chaussee 29/31, 12489 Berlin, Germany; Helmholtz Centre Berlin for Materials and Energy, Hahn-Meitner-Platz 1, 14109 Berlin, Germany; Max-Planck-Institut für Extraterrestrische Physik, Giessenbachstrasse, 85748 Garching, Germany; Max-Planck-Institut Halbleiterlabor, Otto-Hahn-Ring 6, 81739 München, Germany
10.1103/PhysRevLett.106.138302	Department of Physical Chemistry i, Ruhr-Universität Bochum, 44780, Germany; Hahn-Meitner-Institut, Glienicker Strasse 100, D-1000 Berlin 39, Germany; Laboratory of Industrial Chemistry, Ruhr-Universität Bochum, 44780, Germany; Department of Chemistry, University of Aberdeen, School of Engineering, AB24 3EU Aberdeen, United Kingdom; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), 76021 Karlsruhe, Germany
10.1017/S0007114510004320	Department of Nutritional Toxicology, Institute for Nutrition, Friedrich-Schiller-University Jena, Dornburger Strasse 24, 07743 Jena, Germany; Department of Microbiology of Natural and Technical Interfaces, Research Center Karlsruhe, Institute of Functional Interfaces (IFG), Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany; Max Rubner-Institute, Federal Research Institute of Nutrition and Food, Schützenberg 12, 32756 Detmold, Germany; Kampffmeyer Food Innovation GmbH, Trettaustr. 32-34, 21107 Hamburg, Germany
10.1007/s10973-010-1220-z	IFG-Institute for Geoscience, AB Mineralogy and Geodynamics, Applied Mineralogy, Wilhelmstr. 56, Tübingen 72074, Germany; Department of Materials Science and Engineering, A. J. Drexel Nanotechnology Institute (DNI), Drexel University, 3141 Chestnut street, Philadelphia, PA 19104, United States
10.1016/j.ijepes.2010.12.019	Instituto Federal Do Paraná (IFPR), Campus Jacarezinho, Av. Doutor Tito, s/n., 86400-000 Jacarezinho, Paraná, Brazil; Instituto Federal de Educaão, Ciência e Tecnologia de Goiás (IFG), Campus Jatai Rua Riachuelo, 2090, 75804-020 Jatai, Goiás, Brazil; UNESP - São Paulo State University, Department of Electrical Engineering, Av. Brasil 56, CEP 15385-000 Ilha Solteira, SP, Brazil
10.1039/c0ja00135j	BAM Federal Institute for Materials Research and Testing, 12200 Berlin, Germany; IFG Institute for Scientific Instruments GmbH, Rudower Chaussee 29/31, 12489 Berlin, Germany; Humboldt-Universität zu Berlin, Unter den Linden 6, 10099 Berlin, Germany
10.1016/j.mimet.2011.01.004	Karlsruhe Institute of Technology (KIT)-Campus North, Institute of Functional Interfaces (IFG), Microbiology of Natural and Technical Interfaces Department, P.O. Box 3640, D-76021 Karlsruhe, Germany
10.2166/wst.2011.061	Competence Center for Material Moisture (CMM), KIT, Campus South, Germany; Institute for Functional Interfaces (IFG), Research Center Karlsruhe, KIT, Campus North, Germany
10.1346/CCMN.2011.0590108	Competence Center for Material Moisture (CMM), KIT-Karlsruhe Institute of Technology, 76021 Karlsruhe, Germany; Institute for Functional Interfaces (IFG), KIT-Karlsruhe Institute of Technology, 76021 Karlsruhe, Germany; FGK Forschungsinstitut fü r Anorganische Werkstoffe-Glas/Keramik-GmbH, 56203 Höhr-Grenzhausen, Germany; WBB Fuchs, 56412 Ruppach-Goldhausen, Germany
10.1002/chem.201002381	Inorganic Chemistry II - Organometallics and Materials, Faculty of Chemistry and Biochemistry, Ruhr-University Bochum, 44870 Bochum, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), 76344 Karlsruhe, Germany; Institut für Anorganische und Analytische Chemie, Goethe-Universität Frankfurt Am Main, 60325 Frankfurt, Germany; Institute for Experimental Physics II - Application Oriented Plasma Physics, Faculty of Physics, Ruhr-University Bochum, 44870 Bochum, Germany
10.1016/j.apsusc.2010.11.129	Tafila Technical University, Department of Chemistry, P.O. Box 179, 66110 Tafila, Jordan; Max-Planck-Institut für Eisenforschung GmbH, Max-Planck-Strasse 1, 40237 Düsseldorf, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany
10.1590/S0034-89102011000100018	Departamento de Ciências Biológicas, Núcleo de Pesquisa em Ciências Ambientais e Biológicas, Instituto Federal de Educação, Urutaí, GO, Brazil; Programa de Ciências Biológicas, Núcleo de Pesquisa em Ciências Biológicas, Universidade Federal de Ouro Preto (UFOP), Campus Morro do Cruzeiro, Ouro Preto, MG, Brazil; Departamento de Gestão Ambiental, Núcleo de Pesquisa em Ciências Ambientais e Biológicas, IFG, Urutaí, GO, Brazil; Departamento de Ciências Biológicas, Instituto de Ciências Exatas e Biológicas, UFOP, Ouro Preto, MG, Brazil
10.1002/anie.201002451	Inorganic Chemistry II - Organometallics and Materials Chemistry, Ruhr-University Bochum, 44870 Bochum, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), 76021 Karlsruhe, Germany
10.1180/EMU-notes.9.5	Competence Center for Material Moisture (CMM), Institute for Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, D-76344 Eggenstein-Leopoldshafen, Germany
10.1590/s0100-46702011000200001	UEPG, Paraná State University of Ponta Grossa, Graduate Program in Pharmaceutical Sciences, General Carlos Cavalcanti Avenue, 4748, Uvaranas, Ponta Grossa-PR, 84030-900, Brazil; Biochemistry and Tecnology Chemistry Department, Chemistry Institute, São Paulo State University, Araraquara-SP, Brazil; Organic Chemistry Department, Chemistry Institute, São Paulo State University, Araraquara-SP, Brazil; UNICENTRO, Pharmacy Department, Guarapuava-PR, Brazil; IFG, Goiás Federal Institute, Formosa-GO, Brazil
10.1109/NSSMIC.2011.6154493	Politecnico di Milano, Dipartimento di Elettronica e Informazione, Piazza Leonardo da Vinci, 32, 20133 Milano, Italy; INFN, Sezione di Milano, Italy; University College London, Department of Medical Physics and Bioengineering, London, United Kingdom; IfG - Institute for Scientific Instruments GmbH, 12489 Berlin, Germany
10.1116/1.3646093	Applied Physical Chemistry, University of Heidelberg, 69120 Heidelberg, Germany; Materials Research Institute and Department of Engineering Science, The Pennsylvania State University, University Park, PA 16802, United States; Institute of Functional Interfaces, IFG, Karlsruhe Institute of Technology, PO Box 3640, 76021 Karlsruhe, Germany; Materials Research Institute and Department of Engineering Science, The Pennsylvania State University, University Park, PA 16802, United States
10.3917/her.143.0184	L' IFG, Libyan Arab Jamahiriya
10.1186/1556-276X-6-308	Université de la Méditerranée, CNRS-CINaM, Faculté des Sciences de Luminy, case 913, 13288 Marseille cedex 09, France; AXESS TECH, 750 Chemin de Beaupré, France; Dipartimento di Fisica, Universita' di Trento, Via Sommarive 14, Italy; Latvian State Univ, Inst Solid State Phys, LV-1063 Riga, Latvia; IFG GmbH, Rudower Chaussee 29/31, 12489 Berlin, Germany; HZB-Synchrotron Bessy, Albert Einstein Strasse, 15, 12489 Berlin, Germany; LovaLite, 18 Rue A.Savary, 25000 Besançon, France
10.1590/S1516-635X2011000300009	IFMT, Campus São Vicente Br 364, km 329, 78.106-970. Santo Antonio do Leverger, MT, Brazil; Total Alimentos, Três Corações, MG, Brazil; IFMT, Campus São Vicente, Santo Antonio do Leverger, MT, Brazil; IFG, Campus Rio Verde, Rio Verde, GO, Brazil; IFMG, Campus Bambui, Bambui, MG, Brazil
10.1111/j.1551-2916.2011.04590.x	Applied Mineralogy, Institute for Geosciences (IFG), Eberhard-Karls-Universität Tübingen, Wilhelmstraße 56, D-72074 Tübingen, Germany; Department of Materials Science and Engineering, A.J. Drexel Nanotechnology Institute, Drexel University, 3141 Chestnut Street, Philadelphia, PA 19104, United States; Shenyang National Laboratory for Materials Science, Institute of Metal Research, Chinese Academy of Sciences, Shenyang 110016, China
10.1590/s1415-43662011000800014	Instituto Federal de Educação, Ciência e Tecnologia de Goiás - IFG, Rua 75 n. 46, Centro, CEP 74055 -110, Goiânia, GO, Brazil; EA/UFG, Rodovia Goiânia - Nova Veneza, Km 0, CP 131, CEP 74001-970, Goiânia, GO, Brazil; IESA/UFG, Campus Samambaia (Campus II), CP 131, CEP 74001-970, Goiânia, GO, Brazil
10.1007/s10971-010-2324-4	Department of Inorganic Chemistry, National Research Centre, 31 Elbohoos St., Dokki, Egypt; Anorganische Analytik, Physikalisch-Technische Bundesanstalt Braunschweig, Bundesallee 100, Labor 3.11, Braunschweig 38116, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), (Former ITC-WGT), Campus Nord, Karlsruhe, Germany; Department of Chemistry, Faculty of Science and Arts of Sharurah, Najran University, Sharurah, Saudi Arabia
10.1016/j.marmicro.2010.11.002	IFG Tübingen, Eberhard-Karls Universität Tübingen, Sigwartstrasse 10, 72076 Tübingen, Germany; MARUM, Universität Bremen, Leobener Strasse, 28359 Bremen, Germany; Geological Institute, ETH Zürich, Sonneggstrasse 5, 8092 Zürich, Switzerland; Marum Excellence Cluster Alfred Wegener Institute (AWI), Polar and Marine Research, Columbussstrasse, 27568 Bremerhaven, Germany; Lamont-Doherty Earth Observatory of Columbia University in the City of New York, 61 Route 9W, Palisades NY 10964, United States
10.1080/01635581.2010.516874	Friedrich-Schiller-University Jena, Institute for Nutrition, Department of Nutritional Toxicology, Dornburger Str. 24, 07743, Jena, Germany; Research Centre Karlsruhe, Institute of Functional Interfaces (IFG), Department of Microbiology of Natural and Technical Interfaces, Eggenstein-Leopoldshafen, Germany
10.1007/978-3-642-12116-6_9	Mestrado em Informática Aplicada - MIA, Universidade de Fortaleza - UNIFOR, Fortaleza, Brazil; Departamento de Informática, Pontifícia Universidade Católica do Rio de Janeiro - PUC-Rio, Rio de Janeiro, Brazil; Laboratório de Automação, Instituto Federal de Educação, Ciência e Tecnologia de Goiás - IFG, Jataí, Brazil
10.1007/978-3-642-12320-7_8	Departamento de Informática, Pontifícia Universidade Católica do Rio de Janeiro PUC-Rio, Rio de Janeiro, Brazil; Laboratório de Automação, Instituto Federal de Educação Ciência e Tecnologia de Goiás - IFG, Jataí, Brazil; Mestrado em Informática Aplicada - MIA, Universidade de Fortaleza - UNIFOR, Fortaleza, Brazil
10.3233/978-1-60750-554-9-105	Institute of Fluid Science, Tohoku University, 2-1-1 Katahira, Aoba-ku, Sendai, Miyagi, Japan; IFG Co. Ltd., Japan
10.1109/NSSMIC.2010.5873928	Dip. di Elettronica e Informazione, Politecnico di Milano and INFN, Sezione di Milano, 20133 Milano, Italy; IfG - Institute for Scientific Instruments GmbH, 12489 Berlin, Germany
10.1180/claymin.2010.045.4.477	Competence Center for Material Moisture, Karlsruhe Institute for Technology, Campus North, Hermann-von Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany; Institute for Functional Interfaces (IFG), Karlsruhe Institute for Technology, Campus North, Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany; SÜD-CHEMIE AG, Ostenrieder Str. 15, 85368 Moosburg, Germany
10.1088/0953-4075/43/19/194009	Max Planck Institute for Biophysical Chemistry, IFG, Structural Dynamics of (Bio)chemical Systems, Am Fassberg 11, 37077 Göttingen, Germany
10.1109/TNS.2010.2057517	Dipartimento di Elettronica e Informazione, Politecnico di Milano, 20133 Milano, Italy; INFN, 20133 Milano, Italy; Dipartimento di Fisica, Universita' Degli Studi di Milano, 20133 Milano, Italy; IfG-Institute for Scientific InstrumentsGmbH, 12489 Berlin, Germany; PNSensor GmbH, 80803 Mönchen, Germany
10.1128/AAC.01664-09	Centre for Microbial Diseases and Immunity Research, University of British Columbia, No. 2259 Lower Mall Research Station, Vancouver, BC V6T 1Z3, Canada; Department of Microbiology and Immunology, University of British Columbia, 2350 Health Sciences Mall, Vancouver, BC V6T 1Z4, Canada; University of Stellenbosch, Department of Biochemistry, J. C. Smuts Building, Van der Bijl Street of Banghoek Road, Stellenbosch 7600, South Africa; KIT (Karlsruhe Institute of Technology), Institute of Functional Interfaces (IFG), P.O. Box 3640, 76021 Karlsruhe, Germany; KIT, Institute of Biological Interfaces 2 (IBG-2), P.O. Box 3640, 76021 Karlsruhe, Germany; Leibniz Institute of Molecular Pharmacology FMP, Robert-Rössle-Strasse 10, 13125 Berlin, Germany
10.1002/pssr.201004200	Lehrstuhl für Physikalische Chemie 1, Ruhr-Universität Bochum, 44780 Bochum, Germany; Karlsruhe Institute of Technology (KIT), Institut für Funktionelle Grenzflächen (IFG), 76021 Karlsruhe, Germany
10.1016/j.jbiotec.2010.03.017	Angewandte Physikalische Chemie der Universität Heidelberg, Im Neuenheimer Feld 253, 69120 Heidelberg, Germany; Department of Physics and Astronomy, The University of Western Ontario, 1151 Richmond Street, London, ON, N6A 3K7, Canada; Institut für Optik und Atomare Physik, Technische Universität Berlin, Straße des 17, Juni 135, 10623 Berlin, Germany; Institute of Functional Interfaces, Karlsruhe Institute of Technology, IFG, Bldg. 330, PO Box 3640, 76021 Karlsruhe, Germany
10.1021/jp104081b	SLAC, Menlo Park, CA 94025, United States; HASYLAB at DESY, Notkestrasse, D-22607 Hamburg, Germany; European XFEL Project GmbH, Albert Einstein Ring 19, 22761 Hamburg, Germany; European Synchrotron Radiation Facility, 38043 Grenoble, France; Max Planck Institute for Biophysical Chemistry, IFG Structural Dynamics of (Bio)chemical Systems, 37070 G̈ottingen, Germany
10.1016/j.ijfoodmicro.2010.03.001	Karlsruhe Institute of Technology (former: Forschungszentrum Karlsruhe), Institute of Functional Interfaces (IFG), Microbiology of Natural and Technical Interfaces Department, P.O. Box 3640, 76021 Karlsruhe, Germany
10.1186/1752-153X-4-11	Biophysical Chemistry, University of Heidelberg, Im Neuenhelmer Feld 253, 69120 Heidelberg, Germany; Department of New Materials and Biosystems, Max-Planck Institute for Metals Research, Heisenberg str. 3, 70569 Stuttgart, Germany; Applied Physical Chemistry, University of Heidelberg, Im Neuenhelmer Feld 253, 69120 Heidelberg, Germany; Institute for Functional Interfaces (IFG), The Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany; Department of Molecular Physiology and Biophysics, The University of Iowa, Iowa City, Iowa 52242, United States; Ophthalmology and Visual Sciences, The University of Iowa, Iowa City, Iowa 52242, United States
